# Total Pointers Found: 184105
# Format: Source_Address | Segment | Points_To_Address | Target_Name | Target_Type | Target_Detail
# Pointer size: 8
# Data xref hits: 184105
# Raw pointer hits: 0
------------------------------------------------------------------------------------------------------------------------
100005498 | __text | 1001EBD70 | off_1001EBD70 | data_pointer | data_item_size=8
1000781FC | __text | 100233E70 | off_100233E70 | data_pointer | data_item_size=8
100078230 | __text | 1002344A0 | off_1002344A0 | data_pointer | data_item_size=8
100078244 | __text | 100206280 | dword_100206280 | data_pointer | data_item_size=4
100078248 | __text | 100206280 | dword_100206280 | data_pointer | data_item_size=4
10007824C | __text | 100206284 | dword_100206284 | data_pointer | data_item_size=4
100078250 | __text | 100206284 | dword_100206284 | data_pointer | data_item_size=4
1000782A4 | __text | 100233A80 | off_100233A80 | data_pointer | data_item_size=8
1000782E4 | __text | 1002340D0 | off_1002340D0 | data_pointer | data_item_size=8
1000782FC | __text | 100201780 | cfstr_C_2 | struct_pointer | struct_data
100078328 | __text | 100233DB0 | off_100233DB0 | data_pointer | data_item_size=8
100078354 | __text | 1002343E0 | off_1002343E0 | data_pointer | data_item_size=8
100078380 | __text | 100233C10 | off_100233C10 | data_pointer | data_item_size=8
1000783B4 | __text | 100234240 | off_100234240 | data_pointer | data_item_size=8
1000783C8 | __text | 100206208 | dword_100206208 | data_pointer | data_item_size=4
1000783CC | __text | 100206208 | dword_100206208 | data_pointer | data_item_size=4
1000783D0 | __text | 10020620C | dword_10020620C | data_pointer | data_item_size=4
1000783D4 | __text | 10020620C | dword_10020620C | data_pointer | data_item_size=4
100078404 | __text | 1002015D7 | unknown | unknown_pointer | 
10007840C | __text | 1002015D7 | unknown | unknown_pointer | 
100078410 | __text | 100201588 | byte_100201588 | data_pointer | data_item_size=1
100078418 | __text | 100201588 | byte_100201588 | data_pointer | data_item_size=1
100078420 | __text | 1002015D8 | unknown | unknown_pointer | 
100078424 | __text | 100201589 | byte_100201589 | data_pointer | data_item_size=1
100078430 | __text | 1002015D9 | unknown | unknown_pointer | 
100078434 | __text | 10020158A | byte_10020158A | data_pointer | data_item_size=1
10007843C | __text | 1002015DA | unknown | unknown_pointer | 
100078440 | __text | 10020158B | byte_10020158B | data_pointer | data_item_size=1
10007844C | __text | 1002015DB | unknown | unknown_pointer | 
100078450 | __text | 10020158C | byte_10020158C | data_pointer | data_item_size=1
10007845C | __text | 1002015DC | unknown | unknown_pointer | 
100078460 | __text | 10020158D | byte_10020158D | data_pointer | data_item_size=1
100078468 | __text | 1002015DD | unknown | unknown_pointer | 
10007846C | __text | 10020158E | byte_10020158E | data_pointer | data_item_size=1
100078474 | __text | 1002015DE | unknown | unknown_pointer | 
100078478 | __text | 10020158F | byte_10020158F | data_pointer | data_item_size=1
100078480 | __text | 1002015DF | unknown | unknown_pointer | 
100078484 | __text | 100201590 | byte_100201590 | data_pointer | data_item_size=1
100078490 | __text | 1002015E0 | unknown | unknown_pointer | 
100078494 | __text | 100201591 | byte_100201591 | data_pointer | data_item_size=1
1000784A0 | __text | 1002015E1 | unknown | unknown_pointer | 
1000784A4 | __text | 100201592 | byte_100201592 | data_pointer | data_item_size=1
1000784AC | __text | 1002015E2 | unknown | unknown_pointer | 
1000784B0 | __text | 100201593 | byte_100201593 | data_pointer | data_item_size=1
1000784B8 | __text | 1002015E3 | unknown | unknown_pointer | 
1000784BC | __text | 100201594 | byte_100201594 | data_pointer | data_item_size=1
1000784C4 | __text | 1002015E4 | unknown | unknown_pointer | 
1000784C8 | __text | 100201595 | byte_100201595 | data_pointer | data_item_size=1
1000784D0 | __text | 1002015E5 | unknown | unknown_pointer | 
1000784D4 | __text | 100201596 | byte_100201596 | data_pointer | data_item_size=1
1000784DC | __text | 1002015E6 | unknown | unknown_pointer | 
1000784E0 | __text | 100201597 | byte_100201597 | data_pointer | data_item_size=1
1000784EC | __text | 1002015E7 | unknown | unknown_pointer | 
1000784F0 | __text | 100201598 | byte_100201598 | data_pointer | data_item_size=1
1000784F8 | __text | 1002015E8 | unknown | unknown_pointer | 
1000784FC | __text | 100201599 | byte_100201599 | data_pointer | data_item_size=1
100078508 | __text | 1002015E9 | unknown | unknown_pointer | 
10007850C | __text | 10020159A | byte_10020159A | data_pointer | data_item_size=1
100078514 | __text | 1002015EA | unknown | unknown_pointer | 
100078518 | __text | 10020159B | byte_10020159B | data_pointer | data_item_size=1
100078520 | __text | 1002015EB | unknown | unknown_pointer | 
100078524 | __text | 10020159C | byte_10020159C | data_pointer | data_item_size=1
10007852C | __text | 1002015EC | unknown | unknown_pointer | 
100078530 | __text | 10020159D | byte_10020159D | data_pointer | data_item_size=1
100078538 | __text | 1002015ED | unknown | unknown_pointer | 
10007853C | __text | 10020159E | byte_10020159E | data_pointer | data_item_size=1
100078548 | __text | 1002015EE | unknown | unknown_pointer | 
10007854C | __text | 10020159F | byte_10020159F | data_pointer | data_item_size=1
100078558 | __text | 1002015EF | unknown | unknown_pointer | 
10007855C | __text | 1002015A0 | byte_1002015A0 | data_pointer | data_item_size=1
100078568 | __text | 1002015F0 | unknown | unknown_pointer | 
10007856C | __text | 100201700 | byte_100201700 | data_pointer | data_item_size=1
100078574 | __text | 100201700 | byte_100201700 | data_pointer | data_item_size=1
10007857C | __text | 100201708 | aC_2 | string_pointer | "c{"
100078584 | __text | 100201708 | aC_2 | string_pointer | "c{"
100078588 | __text | 100201701 | byte_100201701 | data_pointer | data_item_size=1
100078594 | __text | 100201709 | unknown | unknown_pointer | 
100078598 | __text | 100201702 | byte_100201702 | data_pointer | data_item_size=1
1000785A0 | __text | 10020170A | unknown | unknown_pointer | 
1000785A4 | __text | 100201703 | byte_100201703 | data_pointer | data_item_size=1
1000785B0 | __text | 10020170B | unknown | unknown_pointer | 
1000785B4 | __text | 100201704 | byte_100201704 | data_pointer | data_item_size=1
1000785C0 | __text | 10020170C | unknown | unknown_pointer | 
1000785C4 | __text | 100201705 | byte_100201705 | data_pointer | data_item_size=1
1000785CC | __text | 10020170D | unknown | unknown_pointer | 
1000785D0 | __text | 100201706 | byte_100201706 | data_pointer | data_item_size=1
1000785DC | __text | 10020170E | unknown | unknown_pointer | 
1000785E0 | __text | 100201707 | byte_100201707 | data_pointer | data_item_size=1
1000785EC | __text | 10020170F | unknown | unknown_pointer | 
1000785F0 | __text | 100201720 | byte_100201720 | data_pointer | data_item_size=1
1000785F8 | __text | 100201720 | byte_100201720 | data_pointer | data_item_size=1
100078600 | __text | 100201740 | asc_100201740 | string_pointer | string_literal
100078608 | __text | 100201740 | asc_100201740 | string_pointer | string_literal
10007860C | __text | 100201721 | byte_100201721 | data_pointer | data_item_size=1
100078618 | __text | 100201741 | unknown | unknown_pointer | 
10007861C | __text | 100201722 | byte_100201722 | data_pointer | data_item_size=1
100078628 | __text | 100201742 | unknown | unknown_pointer | 
10007862C | __text | 100201723 | byte_100201723 | data_pointer | data_item_size=1
100078638 | __text | 100201743 | unknown | unknown_pointer | 
10007863C | __text | 100201724 | byte_100201724 | data_pointer | data_item_size=1
100078648 | __text | 100201744 | unknown | unknown_pointer | 
10007864C | __text | 100201725 | byte_100201725 | data_pointer | data_item_size=1
100078654 | __text | 100201745 | unknown | unknown_pointer | 
100078658 | __text | 100201726 | byte_100201726 | data_pointer | data_item_size=1
100078664 | __text | 100201746 | unknown | unknown_pointer | 
100078668 | __text | 100201727 | byte_100201727 | data_pointer | data_item_size=1
100078674 | __text | 100201747 | unknown | unknown_pointer | 
100078678 | __text | 100201728 | byte_100201728 | data_pointer | data_item_size=1
100078684 | __text | 100201748 | unknown | unknown_pointer | 
100078688 | __text | 100201729 | byte_100201729 | data_pointer | data_item_size=1
100078694 | __text | 100201749 | unknown | unknown_pointer | 
100078698 | __text | 10020172A | byte_10020172A | data_pointer | data_item_size=1
1000786A4 | __text | 10020174A | unknown | unknown_pointer | 
1000786A8 | __text | 10020172B | byte_10020172B | data_pointer | data_item_size=1
1000786B0 | __text | 10020174B | unknown | unknown_pointer | 
1000786B4 | __text | 10020172C | byte_10020172C | data_pointer | data_item_size=1
1000786BC | __text | 10020174C | unknown | unknown_pointer | 
1000786C0 | __text | 10020172D | byte_10020172D | data_pointer | data_item_size=1
1000786C8 | __text | 10020174D | unknown | unknown_pointer | 
1000786CC | __text | 10020172E | byte_10020172E | data_pointer | data_item_size=1
1000786D8 | __text | 10020174E | unknown | unknown_pointer | 
1000786DC | __text | 10020172F | byte_10020172F | data_pointer | data_item_size=1
1000786E8 | __text | 10020174F | unknown | unknown_pointer | 
1000786EC | __text | 100201730 | byte_100201730 | data_pointer | data_item_size=1
1000786F8 | __text | 100201750 | unknown | unknown_pointer | 
1000786FC | __text | 100201731 | byte_100201731 | data_pointer | data_item_size=1
100078704 | __text | 100201751 | unknown | unknown_pointer | 
100078708 | __text | 100201752 | byte_100201752 | data_pointer | data_item_size=1
100078710 | __text | 100201752 | byte_100201752 | data_pointer | data_item_size=1
10007871C | __text | 10020175B | asc_10020175B | string_pointer | string_literal
100078724 | __text | 10020175B | asc_10020175B | string_pointer | string_literal
100078728 | __text | 100201753 | byte_100201753 | data_pointer | data_item_size=1
100078730 | __text | 10020175C | unknown | unknown_pointer | 
100078734 | __text | 100201754 | byte_100201754 | data_pointer | data_item_size=1
10007873C | __text | 10020175D | unknown | unknown_pointer | 
100078740 | __text | 100201755 | byte_100201755 | data_pointer | data_item_size=1
10007874C | __text | 10020175E | unknown | unknown_pointer | 
100078750 | __text | 100201756 | byte_100201756 | data_pointer | data_item_size=1
10007875C | __text | 10020175F | unknown | unknown_pointer | 
100078760 | __text | 100201757 | byte_100201757 | data_pointer | data_item_size=1
10007876C | __text | 100201760 | unknown | unknown_pointer | 
100078770 | __text | 100201758 | byte_100201758 | data_pointer | data_item_size=1
10007877C | __text | 100201761 | unknown | unknown_pointer | 
100078780 | __text | 100201759 | byte_100201759 | data_pointer | data_item_size=1
100078788 | __text | 100201762 | unknown | unknown_pointer | 
10007878C | __text | 10020175A | byte_10020175A | data_pointer | data_item_size=1
100078798 | __text | 100201763 | unknown | unknown_pointer | 
10007879C | __text | 100201764 | byte_100201764 | data_pointer | data_item_size=1
1000787A4 | __text | 100201764 | byte_100201764 | data_pointer | data_item_size=1
1000787B0 | __text | 10020176E | asc_10020176E | string_pointer | string_literal
1000787B8 | __text | 10020176E | asc_10020176E | string_pointer | string_literal
1000787BC | __text | 100201765 | byte_100201765 | data_pointer | data_item_size=1
1000787C8 | __text | 10020176F | unknown | unknown_pointer | 
1000787CC | __text | 100201766 | byte_100201766 | data_pointer | data_item_size=1
1000787D8 | __text | 100201770 | unknown | unknown_pointer | 
1000787DC | __text | 100201767 | byte_100201767 | data_pointer | data_item_size=1
1000787E4 | __text | 100201771 | unknown | unknown_pointer | 
1000787E8 | __text | 100201768 | byte_100201768 | data_pointer | data_item_size=1
1000787F4 | __text | 100201772 | unknown | unknown_pointer | 
1000787F8 | __text | 100201769 | byte_100201769 | data_pointer | data_item_size=1
100078800 | __text | 100201773 | unknown | unknown_pointer | 
100078804 | __text | 10020176A | byte_10020176A | data_pointer | data_item_size=1
10007880C | __text | 100201774 | unknown | unknown_pointer | 
100078810 | __text | 10020176B | byte_10020176B | data_pointer | data_item_size=1
100078818 | __text | 100201775 | unknown | unknown_pointer | 
10007881C | __text | 10020176C | byte_10020176C | data_pointer | data_item_size=1
100078828 | __text | 100201776 | unknown | unknown_pointer | 
10007882C | __text | 10020176D | byte_10020176D | data_pointer | data_item_size=1
100078838 | __text | 100201777 | unknown | unknown_pointer | 
100078864 | __text | 100201710 | byte_100201710 | data_pointer | data_item_size=1
10007886C | __text | 100201710 | byte_100201710 | data_pointer | data_item_size=1
100078878 | __text | 100201713 | asc_100201713 | string_pointer | string_literal
100078880 | __text | 100201713 | asc_100201713 | string_pointer | string_literal
100078884 | __text | 100201711 | byte_100201711 | data_pointer | data_item_size=1
100078890 | __text | 100201714 | unknown | unknown_pointer | 
100078894 | __text | 100201712 | byte_100201712 | data_pointer | data_item_size=1
10007889C | __text | 100201715 | unknown | unknown_pointer | 
1000788AC | __text | 100233F20 | off_100233F20 | data_pointer | data_item_size=8
1000788C0 | __text | 100206320 | dword_100206320 | data_pointer | data_item_size=4
1000788C4 | __text | 100206320 | dword_100206320 | data_pointer | data_item_size=4
1000788C8 | __text | 100206324 | dword_100206324 | data_pointer | data_item_size=4
1000788CC | __text | 100206324 | dword_100206324 | data_pointer | data_item_size=4
10007891C | __text | 100234550 | off_100234550 | data_pointer | data_item_size=8
100078980 | __text | 100233950 | off_100233950 | data_pointer | data_item_size=8
1000789BC | __text | 100233FA0 | off_100233FA0 | data_pointer | data_item_size=8
1000789D8 | __text | 1002017A0 | stru_1002017A0 | struct_pointer | struct_data
1000789E8 | __text | 100201780 | cfstr_C_2 | struct_pointer | struct_data
100078A14 | __text | 100233C80 | off_100233C80 | data_pointer | data_item_size=8
100078A50 | __text | 1002342B0 | off_1002342B0 | data_pointer | data_item_size=8
100078A6C | __text | 1002061E0 | dword_1002061E0 | data_pointer | data_item_size=4
100078A70 | __text | 1002061E0 | dword_1002061E0 | data_pointer | data_item_size=4
100078A74 | __text | 1002061E4 | dword_1002061E4 | data_pointer | data_item_size=4
100078A78 | __text | 1002061E4 | dword_1002061E4 | data_pointer | data_item_size=4
100078AB4 | __text | 100233AE0 | off_100233AE0 | data_pointer | data_item_size=8
100078AD0 | __text | 100206260 | dword_100206260 | data_pointer | data_item_size=4
100078AD4 | __text | 100206260 | dword_100206260 | data_pointer | data_item_size=4
100078AD8 | __text | 100206264 | dword_100206264 | data_pointer | data_item_size=4
100078ADC | __text | 100206264 | dword_100206264 | data_pointer | data_item_size=4
100078B3C | __text | 100234130 | off_100234130 | data_pointer | data_item_size=8
100078B58 | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
100078B5C | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
100078B5C | __text | 1002A5DA8 | _OBJC_CLASS_$_NSDictionary | unknown_pointer | 
100078B60 | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
100078B64 | __text | 1001E6822 | sel_dictionaryWithObjects:forKeys:count: | string_pointer | "dictionaryWithObjects:forKeys:count:"
100078B64 | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
100078BA4 | __text | 100233E10 | off_100233E10 | data_pointer | data_item_size=8
100078BE0 | __text | 100234440 | off_100234440 | data_pointer | data_item_size=8
100078BFC | __text | 1002061D8 | dword_1002061D8 | data_pointer | data_item_size=4
100078C00 | __text | 1002061D8 | dword_1002061D8 | data_pointer | data_item_size=4
100078C04 | __text | 1002061DC | dword_1002061DC | data_pointer | data_item_size=4
100078C08 | __text | 1002061DC | dword_1002061DC | data_pointer | data_item_size=4
100078C70 | __text | 100233A20 | off_100233A20 | data_pointer | data_item_size=8
100078CAC | __text | 100234070 | off_100234070 | data_pointer | data_item_size=8
100078CC8 | __text | 1002061F0 | dword_1002061F0 | data_pointer | data_item_size=4
100078CCC | __text | 1002061F0 | dword_1002061F0 | data_pointer | data_item_size=4
100078CD0 | __text | 1002061F4 | dword_1002061F4 | data_pointer | data_item_size=4
100078CD4 | __text | 1002061F4 | dword_1002061F4 | data_pointer | data_item_size=4
100078D2C | __text | 100233D50 | off_100233D50 | data_pointer | data_item_size=8
100078D74 | __text | 100234380 | off_100234380 | data_pointer | data_item_size=8
100078DBC | __text | 100233BB0 | off_100233BB0 | data_pointer | data_item_size=8
100078DF8 | __text | 1002341E0 | off_1002341E0 | data_pointer | data_item_size=8
100078E14 | __text | 100206220 | dword_100206220 | data_pointer | data_item_size=4
100078E18 | __text | 100206220 | dword_100206220 | data_pointer | data_item_size=4
100078E1C | __text | 100206224 | dword_100206224 | data_pointer | data_item_size=4
100078E20 | __text | 100206224 | dword_100206224 | data_pointer | data_item_size=4
100078E84 | __text | 100233EC0 | off_100233EC0 | data_pointer | data_item_size=8
100078EA0 | __text | 1002062A8 | dword_1002062A8 | data_pointer | data_item_size=4
100078EA4 | __text | 1002062A8 | dword_1002062A8 | data_pointer | data_item_size=4
100078EA8 | __text | 1002062AC | dword_1002062AC | data_pointer | data_item_size=4
100078EAC | __text | 1002062AC | dword_1002062AC | data_pointer | data_item_size=4
100078F0C | __text | 1002344F0 | off_1002344F0 | data_pointer | data_item_size=8
100078F28 | __text | 100206300 | dword_100206300 | data_pointer | data_item_size=4
100078F2C | __text | 100206300 | dword_100206300 | data_pointer | data_item_size=4
100078F30 | __text | 100206304 | dword_100206304 | data_pointer | data_item_size=4
100078F34 | __text | 100206304 | dword_100206304 | data_pointer | data_item_size=4
100078F7C | __text | 1002339C0 | off_1002339C0 | data_pointer | data_item_size=8
100078FA0 | __text | 1002062C0 | dword_1002062C0 | data_pointer | data_item_size=4
100078FA4 | __text | 1002062C0 | dword_1002062C0 | data_pointer | data_item_size=4
100078FA8 | __text | 1002062C4 | dword_1002062C4 | data_pointer | data_item_size=4
100078FAC | __text | 1002062C4 | dword_1002062C4 | data_pointer | data_item_size=4
100078FE0 | __text | 100234010 | off_100234010 | data_pointer | data_item_size=8
100079030 | __text | 100233CF0 | off_100233CF0 | data_pointer | data_item_size=8
10007904C | __text | 100206308 | dword_100206308 | data_pointer | data_item_size=4
100079050 | __text | 100206308 | dword_100206308 | data_pointer | data_item_size=4
100079054 | __text | 10020630C | dword_10020630C | data_pointer | data_item_size=4
100079058 | __text | 10020630C | dword_10020630C | data_pointer | data_item_size=4
100079090 | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
100079094 | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
100079094 | __text | 1002A5DA8 | _OBJC_CLASS_$_NSDictionary | unknown_pointer | 
100079098 | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
10007909C | __text | 1001E6822 | sel_dictionaryWithObjects:forKeys:count: | string_pointer | "dictionaryWithObjects:forKeys:count:"
10007909C | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
1000790E8 | __text | 100234320 | off_100234320 | data_pointer | data_item_size=8
10007910C | __text | 1002017C0 | stru_1002017C0 | struct_pointer | struct_data
100079120 | __text | 100201780 | cfstr_C_2 | struct_pointer | struct_data
10007912C | __text | 1001E9FC8 | classRef_NSNumber | data_pointer | data_item_size=8
100079130 | __text | 1001E9FC8 | classRef_NSNumber | data_pointer | data_item_size=8
100079130 | __text | 1002A5960 | _OBJC_CLASS_$_NSNumber | unknown_pointer | 
100079138 | __text | 1001E7075 | sel_numberWithLongLong: | string_pointer | "numberWithLongLong:"
100079138 | __text | 1001E9B70 | selRef_numberWithLongLong: | data_pointer | data_item_size=8
100079158 | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
10007915C | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
10007915C | __text | 1002A5DA8 | _OBJC_CLASS_$_NSDictionary | unknown_pointer | 
100079160 | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
100079164 | __text | 1001E6822 | sel_dictionaryWithObjects:forKeys:count: | string_pointer | "dictionaryWithObjects:forKeys:count:"
100079164 | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
10007918C | __text | 100233B50 | off_100233B50 | data_pointer | data_item_size=8
1000791A8 | __text | 1002A562C | dword_1002A562C | data_pointer | data_item_size=4
1000791B0 | __text | 1002A562C | dword_1002A562C | data_pointer | data_item_size=4
1000791D4 | __text | 100234180 | off_100234180 | data_pointer | data_item_size=8
1000791F8 | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
1000791FC | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
1000791FC | __text | 1002A5DA8 | _OBJC_CLASS_$_NSDictionary | unknown_pointer | 
100079200 | __text | 1001E97F8 | selRef_dictionaryWithContentsOfFile: | data_pointer | data_item_size=8
100079204 | __text | 1001E67C4 | sel_dictionaryWithContentsOfFile: | string_pointer | "dictionaryWithContentsOfFile:"
100079204 | __text | 1001E97F8 | selRef_dictionaryWithContentsOfFile: | data_pointer | data_item_size=8
100079208 | __text | 100201600 | stru_100201600 | struct_pointer | struct_data
10007921C | __text | 1001E9EE8 | selRef_valueForKey: | data_pointer | data_item_size=8
100079220 | __text | 1001E7847 | sel_valueForKey: | string_pointer | "valueForKey:"
100079220 | __text | 1001E9EE8 | selRef_valueForKey: | data_pointer | data_item_size=8
100079228 | __text | 1002017E0 | stru_1002017E0 | struct_pointer | struct_data
100079264 | __text | 100233E60 | off_100233E60 | data_pointer | data_item_size=8
1000792B8 | __text | 100234490 | off_100234490 | data_pointer | data_item_size=8
1000792D4 | __text | 100206258 | dword_100206258 | data_pointer | data_item_size=4
1000792D8 | __text | 100206258 | dword_100206258 | data_pointer | data_item_size=4
1000792DC | __text | 10020625C | dword_10020625C | data_pointer | data_item_size=4
1000792E0 | __text | 10020625C | dword_10020625C | data_pointer | data_item_size=4
10007935C | __text | 100233A70 | off_100233A70 | data_pointer | data_item_size=8
1000793A0 | __text | 1002340C0 | off_1002340C0 | data_pointer | data_item_size=8
1000793C0 | __text | 100201800 | stru_100201800 | struct_pointer | struct_data
1000793DC | __text | 1001EA010 | classRef_NSDate | data_pointer | data_item_size=8
1000793E0 | __text | 1001EA010 | classRef_NSDate | data_pointer | data_item_size=8
1000793E0 | __text | 1002A5DA0 | _OBJC_CLASS_$_NSDate | unknown_pointer | 
1000793E4 | __text | 1001E97B0 | selRef_date | data_pointer | data_item_size=8
1000793E8 | __text | 1001E675C | sel_date | string_pointer | "date"
1000793E8 | __text | 1001E97B0 | selRef_date | data_pointer | data_item_size=8
1000793F8 | __text | 1001E9E90 | selRef_timeIntervalSince1970 | data_pointer | data_item_size=8
1000793FC | __text | 1001E778D | sel_timeIntervalSince1970 | string_pointer | "timeIntervalSince1970"
1000793FC | __text | 1001E9E90 | selRef_timeIntervalSince1970 | data_pointer | data_item_size=8
100079424 | __text | 100233DA0 | off_100233DA0 | data_pointer | data_item_size=8
100079440 | __text | 1002062D8 | dword_1002062D8 | data_pointer | data_item_size=4
100079444 | __text | 1002062D8 | dword_1002062D8 | data_pointer | data_item_size=4
100079448 | __text | 1002062DC | dword_1002062DC | data_pointer | data_item_size=4
10007944C | __text | 1002062DC | dword_1002062DC | data_pointer | data_item_size=4
1000794A8 | __text | 1002343D0 | off_1002343D0 | data_pointer | data_item_size=8
1000794C4 | __text | 1002061D0 | dword_1002061D0 | data_pointer | data_item_size=4
1000794C8 | __text | 1002061D0 | dword_1002061D0 | data_pointer | data_item_size=4
1000794CC | __text | 1002061D4 | dword_1002061D4 | data_pointer | data_item_size=4
1000794D0 | __text | 1002061D4 | dword_1002061D4 | data_pointer | data_item_size=4
100079528 | __text | 100233C00 | off_100233C00 | data_pointer | data_item_size=8
100079544 | __text | 100206328 | dword_100206328 | data_pointer | data_item_size=4
100079548 | __text | 100206328 | dword_100206328 | data_pointer | data_item_size=4
10007954C | __text | 10020632C | dword_10020632C | data_pointer | data_item_size=4
100079550 | __text | 10020632C | dword_10020632C | data_pointer | data_item_size=4
1000795CC | __text | 100234230 | off_100234230 | data_pointer | data_item_size=8
100079614 | __text | 100233F10 | off_100233F10 | data_pointer | data_item_size=8
100079650 | __text | 100234540 | off_100234540 | data_pointer | data_item_size=8
10007968C | __text | 100233980 | off_100233980 | data_pointer | data_item_size=8
1000796A8 | __text | 100206278 | dword_100206278 | data_pointer | data_item_size=4
1000796AC | __text | 100206278 | dword_100206278 | data_pointer | data_item_size=4
1000796B0 | __text | 10020627C | dword_10020627C | data_pointer | data_item_size=4
1000796B4 | __text | 10020627C | dword_10020627C | data_pointer | data_item_size=4
100079748 | __text | 100233FD0 | off_100233FD0 | data_pointer | data_item_size=8
100079784 | __text | 100233CB0 | off_100233CB0 | data_pointer | data_item_size=8
1000797A0 | __text | 100206318 | dword_100206318 | data_pointer | data_item_size=4
1000797A4 | __text | 100206318 | dword_100206318 | data_pointer | data_item_size=4
1000797A8 | __text | 10020631C | dword_10020631C | data_pointer | data_item_size=4
1000797AC | __text | 10020631C | dword_10020631C | data_pointer | data_item_size=4
1000797DC | __text | 1001E8148 | _objc_msgSend_ptr | data_pointer | data_item_size=8
1000797E0 | __text | 1001E8148 | _objc_msgSend_ptr | data_pointer | data_item_size=8
1000797E0 | __text | 1002A59D0 | __imp__objc_msgSend | import_pointer | import_entry
10007981C | __text | 1002342E0 | off_1002342E0 | data_pointer | data_item_size=8
100079848 | __text | 100233B10 | off_100233B10 | data_pointer | data_item_size=8
100079864 | __text | 100212440 | off_100212440 | data_pointer | data_item_size=8
100079868 | __text | 1000798A0 | loc_1000798A0 | code_pointer | inside_sub_1000758C8
100079868 | __text | 100212440 | off_100212440 | data_pointer | data_item_size=8
1000798B4 | __text | 1001E8068 | ___stack_chk_guard_ptr | data_pointer | data_item_size=8
1000798B8 | __text | 1001E8068 | ___stack_chk_guard_ptr | data_pointer | data_item_size=8
1000798B8 | __text | 1002A5AB8 | ___stack_chk_guard | data_pointer | data_item_size=8
1000798BC | __text | 1002A5AB8 | ___stack_chk_guard | data_pointer | data_item_size=8
100079910 | __text | 1001E8068 | ___stack_chk_guard_ptr | data_pointer | data_item_size=8
100079914 | __text | 1001E8068 | ___stack_chk_guard_ptr | data_pointer | data_item_size=8
100079914 | __text | 1002A5AB8 | ___stack_chk_guard | data_pointer | data_item_size=8
100079918 | __text | 1002A5AB8 | ___stack_chk_guard | data_pointer | data_item_size=8
100079938 | __text | 100206340 | dword_100206340 | data_pointer | data_item_size=4
10007993C | __text | 100206340 | dword_100206340 | data_pointer | data_item_size=4
100079940 | __text | 100206344 | dword_100206344 | data_pointer | data_item_size=4
100079944 | __text | 100206344 | dword_100206344 | data_pointer | data_item_size=4
10007999C | __text | 100212778 | off_100212778 | data_pointer | data_item_size=8
1000799A4 | __text | 100234560 | off_100234560 | data_pointer | data_item_size=8
1000799AC | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
1000799C0 | __text | 1000799C0 | loc_1000799C0 | code_pointer | inside_sub_1000798F0
1000799C0 | __text | 100212778 | off_100212778 | data_pointer | data_item_size=8
1000799D0 | __text | 1000799D8 | loc_1000799D8 | code_pointer | inside_sub_1000798F0
1000799D0 | __text | 100212780 | off_100212780 | data_pointer | data_item_size=8
100079A10 | __text | 100234580 | off_100234580 | data_pointer | data_item_size=8
100079A34 | __text | 100234590 | off_100234590 | data_pointer | data_item_size=8
100079A58 | __text | 1002345A0 | off_1002345A0 | data_pointer | data_item_size=8
100079A7C | __text | 1002345B0 | off_1002345B0 | data_pointer | data_item_size=8
100079A98 | __text | 1002345C0 | off_1002345C0 | data_pointer | data_item_size=8
100079AFC | __text | 100234840 | off_100234840 | data_pointer | data_item_size=8
100079B18 | __text | 100234850 | off_100234850 | data_pointer | data_item_size=8
100079B3C | __text | 100234860 | off_100234860 | data_pointer | data_item_size=8
100079B60 | __text | 100234870 | off_100234870 | data_pointer | data_item_size=8
100079B84 | __text | 100234880 | off_100234880 | data_pointer | data_item_size=8
100079BA0 | __text | 100234890 | off_100234890 | data_pointer | data_item_size=8
100079BBC | __text | 1002063D8 | dword_1002063D8 | data_pointer | data_item_size=4
100079BC0 | __text | 1002063D8 | dword_1002063D8 | data_pointer | data_item_size=4
100079BC4 | __text | 1002063DC | dword_1002063DC | data_pointer | data_item_size=4
100079BC8 | __text | 1002063DC | dword_1002063DC | data_pointer | data_item_size=4
100079C58 | __text | 1002346F0 | off_1002346F0 | data_pointer | data_item_size=8
100079C7C | __text | 100234700 | off_100234700 | data_pointer | data_item_size=8
